x-axis,1
second,Volt
+162.20000E-03,
+162.29600E-03,+2.04246231E+00
+162.39200E-03,+2.05125628E+00
+162.48800E-03,+2.05301507E+00
+162.58400E-03,+2.05301507E+00
+162.68000E-03,+2.05603015E+00
+162.77600E-03,+2.04824121E+00
+162.87200E-03,+2.04422111E+00
+162.96800E-03,+2.05703518E+00
+163.06400E-03,+2.05125628E+00
+163.16000E-03,+2.06005025E+00
+163.25600E-03,+2.04899497E+00
+163.35200E-03,+2.05452261E+00
+163.44800E-03,+2.06030151E+00
+163.54400E-03,+2.05628141E+00
+163.64000E-03,+2.06407035E+00
+163.73600E-03,+2.06256281E+00
+163.83200E-03,+2.06834171E+00
+163.92800E-03,+2.07135678E+00
+164.02400E-03,+2.06180904E+00
+164.12000E-03,+2.06809045E+00
+164.21600E-03,+2.06658291E+00
+164.31200E-03,+2.06658291E+00
+164.40800E-03,+2.05452261E+00
+164.50400E-03,+2.07386935E+00
+164.60000E-03,+2.08015075E+00
+164.69600E-03,+2.07060301E+00
+164.79200E-03,+2.07638191E+00
+164.88800E-03,+2.07236181E+00
+164.98400E-03,+2.05527638E+00
+165.08000E-03,+2.06809045E+00
+165.17600E-03,+2.07236181E+00
+165.27200E-03,+2.07236181E+00
+165.36800E-03,+2.06909548E+00
+165.46400E-03,+2.06582915E+00
+165.56000E-03,+2.07211055E+00
+165.65600E-03,+2.06834171E+00
+165.75200E-03,+2.06984925E+00
+165.84800E-03,+2.07462311E+00
+165.94400E-03,+2.06030151E+00
+166.04000E-03,+2.06834171E+00
+166.13600E-03,+2.06331658E+00
+166.23200E-03,+2.07135678E+00
+166.32800E-03,+2.06507538E+00
+166.42400E-03,+2.06984925E+00
+166.52000E-03,+2.06432161E+00
+166.61600E-03,+2.06432161E+00
+166.71200E-03,+2.06582915E+00
+166.80800E-03,+2.06105528E+00
+166.90400E-03,+2.06507538E+00
+167.00000E-03,+2.06432161E+00
+167.09600E-03,+2.06834171E+00
+167.19200E-03,+2.05854271E+00
+167.28800E-03,+2.05628141E+00
+167.38400E-03,+2.05452261E+00
+167.48000E-03,+2.05603015E+00
+167.57600E-03,+2.05628141E+00
+167.67200E-03,+2.04974874E+00
+167.76800E-03,+2.04095477E+00
+167.86400E-03,+2.04422111E+00
+167.96000E-03,+2.04020100E+00
+168.05600E-03,+2.04321608E+00
+168.15200E-03,+2.04648241E+00
+168.24800E-03,+2.04246231E+00
+168.34400E-03,+2.03618090E+00
+168.44000E-03,+2.04020100E+00
+168.53600E-03,+2.04095477E+00
+168.63200E-03,+2.03844221E+00
+168.72800E-03,+2.04170854E+00
+168.82400E-03,+2.04497487E+00
+168.92000E-03,+2.04422111E+00
+169.01600E-03,+2.04422111E+00
+169.11200E-03,+2.04246231E+00
+169.20800E-03,+2.04020100E+00
+169.30400E-03,+2.04422111E+00
+169.40000E-03,+2.04020100E+00
+169.49600E-03,+2.04020100E+00
+169.59200E-03,+2.04422111E+00
+169.68800E-03,+2.03618090E+00
+169.78400E-03,+2.04170854E+00
+169.88000E-03,+2.04020100E+00
+169.97600E-03,+2.04095477E+00
+170.07200E-03,+2.04321608E+00
+170.16800E-03,+2.04824121E+00
+170.26400E-03,+2.04422111E+00
+170.36000E-03,+2.04422111E+00
+170.45600E-03,+2.04723618E+00
+170.55200E-03,+2.04824121E+00
+170.64800E-03,+2.04723618E+00
+170.74400E-03,+2.05301507E+00
+170.84000E-03,+2.04422111E+00
+170.93600E-03,+2.05226131E+00
+171.03200E-03,+2.04824121E+00
+171.12800E-03,+2.05452261E+00
+171.22400E-03,+2.04497487E+00
+171.32000E-03,+2.04798995E+00
+171.41600E-03,+2.04899497E+00
+171.51200E-03,+2.05050251E+00
+171.60800E-03,+2.05628141E+00
+171.70400E-03,+2.04899497E+00
+171.80000E-03,+2.06005025E+00
+171.89600E-03,+2.05527638E+00
+171.99200E-03,+2.05628141E+00
+172.08800E-03,+2.05376884E+00
+172.18400E-03,+2.06030151E+00
+172.28000E-03,+2.06030151E+00
+172.37600E-03,+2.06909548E+00
+172.47200E-03,+2.06507538E+00
+172.56800E-03,+2.07060301E+00
+172.66400E-03,+2.06030151E+00
+172.76000E-03,+2.06432161E+00
+172.85600E-03,+2.06582915E+00
+172.95200E-03,+2.06507538E+00
+173.04800E-03,+2.06432161E+00
+173.14400E-03,+2.07462311E+00
+173.24000E-03,+2.07211055E+00
+173.33600E-03,+2.06658291E+00
+173.43200E-03,+2.06432161E+00
+173.52800E-03,+2.06834171E+00
+173.62400E-03,+2.06432161E+00
+173.72000E-03,+2.06432161E+00
+173.81600E-03,+2.06658291E+00
+173.91200E-03,+2.07462311E+00
+174.00800E-03,+2.06834171E+00
+174.10400E-03,+2.06180904E+00
+174.20000E-03,+2.06809045E+00
+174.29600E-03,+2.05527638E+00
+174.39200E-03,+2.06256281E+00
+174.48800E-03,+2.06180904E+00
+174.58400E-03,+2.05929648E+00
+174.68000E-03,+2.05226131E+00
+174.77600E-03,+2.06030151E+00
+174.87200E-03,+2.05628141E+00
+174.96800E-03,+2.05376884E+00
+175.06400E-03,+2.05854271E+00
+175.16000E-03,+2.05628141E+00
+175.25600E-03,+2.05376884E+00
+175.35200E-03,+2.05929648E+00
+175.44800E-03,+2.06331658E+00
+175.54400E-03,+2.05929648E+00
+175.64000E-03,+2.05628141E+00
+175.73600E-03,+2.04572864E+00
+175.83200E-03,+2.04246231E+00
+175.92800E-03,+2.04572864E+00
+176.02400E-03,+2.04422111E+00
+176.12000E-03,+2.04422111E+00
+176.21600E-03,+2.04497487E+00
+176.31200E-03,+2.04020100E+00
+176.40800E-03,+2.04020100E+00
+176.50400E-03,+2.04321608E+00
+176.60000E-03,+2.03618090E+00
+176.69600E-03,+2.03618090E+00
+176.79200E-03,+2.03844221E+00
+176.88800E-03,+2.03844221E+00
+176.98400E-03,+2.04020100E+00
+177.08000E-03,+2.03994975E+00
+177.17600E-03,+2.03618090E+00
+177.27200E-03,+2.04020100E+00
+177.36800E-03,+2.03618090E+00
+177.46400E-03,+2.04020100E+00
+177.56000E-03,+2.04020100E+00
+177.65600E-03,+2.03693467E+00
+177.75200E-03,+2.04648241E+00
+177.84800E-03,+2.04170854E+00
+177.94400E-03,+2.04095477E+00
+178.04000E-03,+2.04798995E+00
+178.13600E-03,+2.04497487E+00
+178.23200E-03,+2.04899497E+00
+178.32800E-03,+2.05301507E+00
+178.42400E-03,+2.05301507E+00
+178.52000E-03,+2.05201005E+00
