x-axis,1
second,Volt
+86.0000E-03,+2.0552764E+00
+86.1200E-03,+2.0562814E+00
+86.2400E-03,+2.0522613E+00
+86.3600E-03,+2.0562814E+00
+86.4800E-03,+2.0603015E+00
+86.6000E-03,+2.0552764E+00
+86.7200E-03,+2.0552764E+00
+86.8400E-03,+2.0562814E+00
+86.9600E-03,+2.0592965E+00
+87.0800E-03,+2.0562814E+00
+87.2000E-03,+2.0562814E+00
+87.3200E-03,+2.0570352E+00
+87.4400E-03,+2.0633166E+00
+87.5600E-03,+2.0633166E+00
+87.6800E-03,+2.0643216E+00
+87.8000E-03,+2.0603015E+00
+87.9200E-03,+2.0620603E+00
+88.0400E-03,+2.0603015E+00
+88.1600E-03,+2.0592965E+00
+88.2800E-03,+2.0620603E+00
+88.4000E-03,+2.0663317E+00
+88.5200E-03,+2.0633166E+00
+88.6400E-03,+2.0643216E+00
+88.7600E-03,+2.0673367E+00
+88.8800E-03,+2.0610553E+00
+89.0000E-03,+2.0610553E+00
+89.1200E-03,+2.0650754E+00
+89.2400E-03,+2.0663317E+00
+89.3600E-03,+2.0643216E+00
+89.4800E-03,+2.0723618E+00
+89.6000E-03,+2.0783920E+00
+89.7200E-03,+2.0804020E+00
+89.8400E-03,+2.0753769E+00
+89.9600E-03,+2.0741206E+00
+90.0800E-03,+2.0844221E+00
+90.2000E-03,+2.0844221E+00
+90.3200E-03,+2.0814070E+00
+90.4400E-03,+2.0821608E+00
+90.5600E-03,+2.0804020E+00
+90.6800E-03,+2.0834171E+00
+90.8000E-03,+2.0771357E+00
+90.9200E-03,+2.0884422E+00
+91.0400E-03,+2.0854271E+00
+91.1600E-03,+2.0781407E+00
+91.2800E-03,+2.0884422E+00
+91.4000E-03,+2.0954774E+00
+91.5200E-03,+2.0781407E+00
+91.6400E-03,+2.0821608E+00
+91.7600E-03,+2.0824121E+00
+91.8800E-03,+2.0811558E+00
+92.0000E-03,+2.0851759E+00
+92.1200E-03,+2.0804020E+00
+92.2400E-03,+2.0811558E+00
+92.3600E-03,+2.0874372E+00
+92.4800E-03,+2.0854271E+00
+92.6000E-03,+2.0824121E+00
+92.7200E-03,+2.0914573E+00
+92.8400E-03,+2.0783920E+00
+92.9600E-03,+2.0854271E+00
+93.0800E-03,+2.0731156E+00
+93.2000E-03,+2.0824121E+00
+93.3200E-03,+2.0731156E+00
+93.4400E-03,+2.0650754E+00
+93.5600E-03,+2.0620603E+00
+93.6800E-03,+2.0562814E+00
+93.8000E-03,+2.0582915E+00
+93.9200E-03,+2.0592965E+00
+94.0400E-03,+2.0550251E+00
+94.1600E-03,+2.0522613E+00
+94.2800E-03,+2.0582915E+00
+94.4000E-03,+2.0522613E+00
+94.5200E-03,+2.0522613E+00
+94.6400E-03,+2.0562814E+00
+94.7600E-03,+2.0562814E+00
+94.8800E-03,+2.0552764E+00
+95.0000E-03,+2.0530151E+00
+95.1200E-03,+2.0522613E+00
+95.2400E-03,+2.0522613E+00
+95.3600E-03,+2.0570352E+00
+95.4800E-03,+2.0570352E+00
+95.6000E-03,+2.0570352E+00
+95.7200E-03,+2.0562814E+00
+95.8400E-03,+2.0610553E+00
+95.9600E-03,+2.0592965E+00
+96.0800E-03,+2.0643216E+00
+96.2000E-03,+2.0603015E+00
+96.3200E-03,+2.0633166E+00
+96.4400E-03,+2.0620603E+00
+96.5600E-03,+2.0633166E+00
+96.6800E-03,+2.0633166E+00
+96.8000E-03,+2.0643216E+00
+96.9200E-03,+2.0643216E+00
+97.0400E-03,+2.0673367E+00
+97.1600E-03,+2.0603015E+00
+97.2800E-03,+2.0643216E+00
+97.4000E-03,+2.0693467E+00
+97.5200E-03,+2.0673367E+00
+97.6400E-03,+2.0633166E+00
+97.7600E-03,+2.0683417E+00
+97.8800E-03,+2.0723618E+00
+98.0000E-03,+2.0713568E+00
+98.1200E-03,+2.0731156E+00
+98.2400E-03,+2.0763819E+00
+98.3600E-03,+2.0783920E+00
+98.4800E-03,+2.0771357E+00
+98.6000E-03,+2.0793970E+00
+98.7200E-03,+2.0854271E+00
+98.8400E-03,+2.0773869E+00
+98.9600E-03,+2.0781407E+00
+99.0800E-03,+2.0844221E+00
+99.2000E-03,+2.0793970E+00
+99.3200E-03,+2.0670854E+00
+99.4400E-03,+2.0763819E+00
+99.5600E-03,+2.0854271E+00
+99.6800E-03,+2.0613065E+00
+99.8000E-03,+2.0834171E+00
+99.9200E-03,+2.0844221E+00
+100.0400E-03,+2.0761307E+00
+100.1600E-03,+2.0834171E+00
+100.2800E-03,+2.0793970E+00
+100.4000E-03,+2.0783920E+00
+100.5200E-03,+2.0864322E+00
+100.6400E-03,+2.0793970E+00
+100.7600E-03,+2.0753769E+00
+100.8800E-03,+2.0804020E+00
+101.0000E-03,+2.0763819E+00
+101.1200E-03,+2.0670854E+00
+101.2400E-03,+2.0811558E+00
+101.3600E-03,+2.0713568E+00
+101.4800E-03,+2.0683417E+00
+101.6000E-03,+2.0713568E+00
+101.7200E-03,+2.0650754E+00
+101.8400E-03,+2.0610553E+00
+101.9600E-03,+2.0610553E+00
+102.0800E-03,+2.0552764E+00
+102.2000E-03,+2.0610553E+00
+102.3200E-03,+2.0590452E+00
+102.4400E-03,+2.0592965E+00
+102.5600E-03,+2.0552764E+00
+102.6800E-03,+2.0570352E+00
+102.8000E-03,+2.0562814E+00
+102.9200E-03,+2.0522613E+00
+103.0400E-03,+2.0552764E+00
+103.1600E-03,+2.0552764E+00
+103.2800E-03,+2.0552764E+00
+103.4000E-03,+2.0522613E+00
+103.5200E-03,+2.0562814E+00
+103.6400E-03,+2.0552764E+00
+103.7600E-03,+2.0592965E+00
+103.8800E-03,+2.0530151E+00
+104.0000E-03,+2.0562814E+00
+104.1200E-03,+2.0582915E+00
+104.2400E-03,+2.0603015E+00
+104.3600E-03,+2.0592965E+00
+104.4800E-03,+2.0643216E+00
+104.6000E-03,+2.0603015E+00
+104.7200E-03,+2.0660804E+00
+104.8400E-03,+2.0603015E+00
+104.9600E-03,+2.0603015E+00
+105.0800E-03,+2.0703518E+00
+105.2000E-03,+2.0620603E+00
+105.3200E-03,+2.0633166E+00
+105.4400E-03,+2.0683417E+00
+105.5600E-03,+2.0643216E+00
+105.6800E-03,+2.0643216E+00
+105.8000E-03,+2.0663317E+00
+105.9200E-03,+2.0633166E+00
+106.0400E-03,+2.0713568E+00
+106.1600E-03,+2.0743719E+00
+106.2800E-03,+2.0793970E+00
+106.4000E-03,+2.0831658E+00
